seri,model,titles,year,km,color,prices,date,location,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Muratpaşa"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,FER MOTORS 2021 HATASIZ SPORT DESİGN+ARKA AKS+BURMAST­ER+SOĞUTMA,2021.0,26.0,Füme,5.650.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,ACİLL+AİR+SOĞUTM­A+ISTMA+KARBON+­CHRONE+BOSE+RECA­RO+GERİGRŞ+NAVİ,2012.0,213.2,Beyaz,2.750.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Aydın"""
,,,,,,,,,",,,,,,,,,""Didim"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,ENZ MOTORS PORSCHE PANAMERA 4S,2010.0,194.0,Mavi,2.480.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Bursa"""
,,,,,,,,,",,,,,,,,,""Nilüfer"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S,SAN OTOMOTİV 2020 PORSCHE TAYCAN 4S PERFORMANCE HATASIZ,2020.0,10.0,Siyah,4.950.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,MAKYAJLI TAM DOLU VERGİ BARIŞLI HATASIZ BOYASIZ İÇİ BEJ,2014.0,155.0,Beyaz,3.849.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İzmir"""
,,,,,,,,,",,,,,,,,,""Bayraklı"""""""
,,,,,,,,,",,,,,,,,,""Cayman,S,ULUCAR 2011 PORSCHE CAYMAN S PDK-KOLTUK ISITMA-CHRON­O-BOSE-BAYİ,2011.0,98.0,Füme,1.950.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,10.500 KMDE 2021 PORSCHE TAYCAN 4S PERFORMANS PLUS BAYİ BOYASIZ,2021.0,10.5,Gri,5.850.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Bursa"""
,,,,,,,,,",,,,,,,,,""Osmangazi"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera S,L&S MOTORS-BAYİ 2012 PORSCHE 911 CARRERA S SOĞUTMA+SPOR EGSOZ,2012.0,99.0,Yeşil,6.500.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Taycan,DOĞUŞ ÇIKIŞLI-SAHİBİNDE­N-HATASIZ-BOYASIZ -AİRMATİC-KIRMIZI DERİ,2021.0,16.0,Beyaz,4.950.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Başakşehir"""""""
,,,,,,,,,",,,,,,,,,""718,Boxster,ERFA PREMIUM 2017 PORSCHE BOXSTER ISITMA-HAFIZA-BAYİ,2017.0,38.0,Gri,3.590.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,2012 PORSHE PANAMERA DİESEL HATASIZ BOYASIZ TAM ÖTV,2012.0,310.0,Beyaz,2.490.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Keçiören"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera,Porsche 911 - Prior PD1 - Hafıza - Isıtma - F1 - Digital klima,1998.0,153.0,Beyaz,1.500.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İzmir"""
,,,,,,,,,",,,,,,,,,""Gaziemir"""""""
,,,,,,,,,",,,,,,,,,""718,Boxster,CARENA -2022 PORSCHE 718 BOXSTER SOĞUTMA +SPORT/CHRON­O+BURMESTER,2022.0,6.001,Siyah,6.950.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,TR NİN EN UYGUNU OLMAYA DEVAM,2013.0,240.0,Beyaz,1.865.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Kocaeli"""
,,,,,,,,,",,,,,,,,,""Gebze"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,piyasaya göre uygun fiyat kacarmayaın kacıran deli olur,2012.0,225.0,Beyaz,1.790.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Kocaeli"""
,,,,,,,,,",,,,,,,,,""Gebze"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,İMPERİAL MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS HATASIZ,2020.0,25.0,Siyah,5.150.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,2022 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571 PS BAYİ FULL DONANIM,2022.0,6.42,Gri,7.170.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Aydın"""
,,,,,,,,,",,,,,,,,,""Söke"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,STATÜ MOTORSDAN PORSCHE 911 CARRERA 4S,2006.0,63.0,Siyah,3.450.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Denizli"""
,,,,,,,,,",,,,,,,,,""Merkezefendi"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,PORSCHE TAYCAN 2021 GARANTİLİ,2021.0,34.343,Gümüş Gri,5.250.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""911,Turbo,SS MOTORS 2008 911 TURBO-600 HP-FACELIFT-CHR­ONO-BOSE-HAFIZA,2008.0,94.472,Siyah,3.950.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,FAME MOTORS --- 2012 PORSCHE PANAMERA SOĞUTMA - PUSULA*,2012.0,140.0,Beyaz,3.000.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,HATASIZ BOYASIZ KUSURSUZ CHRONO BAYİ,2012.0,352.0,Lacivert,2.375.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,""""2012 PORSCHE PANAMERA DİZEL BAYİ CARBON BOSE GTS EDİTİON 21"""""""""""",2012.0,195.0,Beyaz,2.365.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Bursa"""
,,,,,,,,,",,,,,,,,,""Karacabey"""""""
,,,,,,,,,",,,,,,,,,"",,,,,,,,"""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,SS MOTORS 2014 CARRERA 4S CABRIO-SPOR EGZOZ-CHRON­O-BOSE-PDCC,2014.0,40.946,Siyah,7.875.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4,SAHİBİNDEN TEMİZ DOĞUŞ ÇIKIŞLI,2011.0,14.9,Beyaz,3.600.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,VOX 2022 PORCHE TAYCAN 4SPERFORMANCE PLUS AİRMATİC BAYİ CIKIŞLI,2022.0,10.0,Gri,6.650.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""911,Turbo S,SS MOTORS BAYİ 2021 911 TURBO S-ACC-LIFT-SPOR EGZOZ-BURMESTER,2021.0,13.879,Gri,26.500.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,MANSUR DAN 2006 PORSCHE 911 CARRERA 4s CHRONO BOSE,2006.0,235.0,Gümüş Gri,2.000.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,MEHCAR-CARRERA 4S PDK TECHART -SPOR EGSOZ-SOGUTMA-VERGİ BARİSLİ,2012.0,107.0,Beyaz,5.490.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Küçükçekmece"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,NC MOTORS 2021 BAYİ TAYCAN 4S PERFORMANCE PLUS SPORT DESING PKT,2021.0,13.0,Beyaz,5.750.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Muratpaşa"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,NC MOTORS 2022 BAYİ TAYCAN 4S PERFORMNCE PLUS İÇİ KIRMZI 21 JANT,2022.0,6.001,Siyah,6.750.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Muratpaşa"""""""
,,,,,,,,,",,,,,,,,,""Cayman,Cayman,HATASIZ PORSCHE CAYMAN,2008.0,98.0,Siyah,1.695.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Başakşehir"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo,SAHİBİNDEN 2020 HATASIZ DOĞUŞ GARANTİLİ TAYCAN TURBO,2020.0,21.5,Siyah,6.900.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""911,Turbo S,""""ÇAĞATAY AUTO 2022 PORSCHE 911 TURBO-S CABRIO 650 HP/0-100 2,7 SN"""",2022.0,6.001,Siyah,25.750.000 TL,""""01 Mart"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Avcılar"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,HRN AUTO PORSCHE PANAMERA CHRONO PUSULA +VAKUM+CARBON DİREKSİYON,2013.0,179.0,Beyaz,3.650.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Silivri"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,İLKAY ATAR MNG 2013 Model Porsche Panamera Diesel Platinum Edt.,2013.0,267.0,Beyaz,2.799.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İzmir"""
,,,,,,,,,",,,,,,,,,""Balçova"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,DOĞUŞ BAYİ ÇIKIŞLI,2014.0,154.0,Beyaz,4.100.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ümraniye"""""""
,,,,,,,,,",,,,,,,,,""Cayman,S,'GALATA' 2012 PORSCHE CAYMAN S 987/2 HATASIZ BAYİİ...,2012.0,155.0,Siyah,2.750.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beyoğlu"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,Hatasız boyasız tramersiz..,2012.0,228.12,Siyah,2.750.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Kahramanmaraş"""
,,,,,,,,,",,,,,,,,,""Afşin"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,BAYİ ÇIKIŞLI// 2014 MODEL//MAKYA­JLI//VAKUMLU KAPILAR//ARKA KLiMA,2014.0,119.0,Beyaz,4.350.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Alanya"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera GTS,DÜŞÜK KM FABRİKA AYARINDA GTS,2011.0,29.138,Beyaz,4.999.999 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,GARAGE BURSA PORSCHE PANAMERA 4S SPORT DİZAYN+PDK+SPOR EGSOZ,2020.0,22.5,Beyaz,10.400.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Bursa"""
,,,,,,,,,",,,,,,,,,""Nilüfer"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4 Cross Turismo,2022 BAYİ 4CROSS/SPOR SES/21'JANT/BO­SE/AIRMATIC/SO ĞUTMA%18KDV'Lİ,2022.0,6.2,Gri,6.450.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Afyonkarahisar"""
,,,,,,,,,",,,,,,,,,""Merkez"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,2014 PORSCHE PANAMERA 3.0 DİESEL,2014.0,170.0,Kahverengi,3.400.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Silivri"""""""
,,,,,,,,,",,,,,,,,,""Boxster,S,BAVARIA GARAGE 2000 41.832 km PORSCHE BOXSTER S TECHART,2000.0,41.832,Siyah,2.095.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4 Cross Turismo,Carmona | Porsche Taycan 4 Cross Turismo Hatasız Tramersiz,2021.0,9.0,Siyah,5.850.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Üsküdar"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,PORSCHE TAYCAN 4S PERFORMANCE PLUS-BOYASIZ-BOSE MUSİC-ISTMA,2020.0,25.0,Mavi,5.025.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,Porsche taycan 4s pp+ paket,2021.0,4.2,Gri,5.500.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,MAM MOTORS 4S PERFORMANCE PLUS AKS+GECEGÖRÜŞ­+MATRİX+MASAJ,2020.0,15.0,Lacivert,5.200.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ümraniye"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4 Cross Turismo,BAYİ/TAYCAN 4CORSS TURİSMO/AİRMATİC/21 JNT/ISTMA/PERFORMANS PLS,2022.0,6.1,Siyah,6.780.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bağcılar"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,ETİLERMOTORS-CARRERA 4S CABRIO-SOĞUTMA-SPORT EGZOZ-BOSE-SERAMİK,2020.0,13.5,Beyaz,12.900.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,2020 TAYCAN 4S PLUS MATRİX+DISPLAY+CHR­ONO+BOSE+AERO-ANL MOTORS-,2020.0,21.914,Siyah,6.200.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Muratpaşa"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,PORSCHE 911 CARRERA 4S PDK SOĞUTMA-BOSE-PUSULA FULL+FULL,2013.0,187.0,Siyah,4.950.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Esenyurt"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S,STELLA MOTORS 2020 PORSCHE TAYCAN 4S 530 HP,2020.0,30.0,Siyah,5.750.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beykoz"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,-ZİRVE AUTO-2013 PLATİNUM EDİTON BOYASIZ TAM DOLU VERGI BARIŞLI,2013.0,110.0,Beyaz,3.205.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ümraniye"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,- GARAGE - 2022 PORSCHE TAYCAN 4S PERFORMANCE PLUS -BAYİ-,2022.0,6.05,Siyah,6.950.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beykoz"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,SS MOTORS BAYİ 2021 PORSCHE 911 CARRERA 4S-CHRONO-K .NOKTA-BOSE,2021.0,14.571,Sarı,14.950.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Boxster,Boxster,2008 porsche boxster doğuş çıkışlı 139000 km pazarliksız,2008.0,135.0,Siyah,1.400.000 TL,""""28 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo,""""Doğuş Çıkışlı , Taycan Turbo 680 hp Siyah ve İçi Kırmızı"""",2020.0,1.001,Siyah,7.250.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bakırköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,BOYASIZ 119 BİN KM PLATİNİUM EDİTİON AİR MARSHLA CARBON 4 SOĞTMA,2012.0,119.0,Beyaz,3.625.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Samsun"""
,,,,,,,,,",,,,,,,,,""Atakum"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo,Sahibinden DOĞUŞ BAYİ ÇIKIŞLI,2020.0,13.5,Gri,5.800.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,SS MOTORS 2013 911 CARRERA 4S-SPOR EGZOZ-SOĞUTMA -CHRONO-BOSE,2013.0,54.51,Siyah,5.450.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Taycan,SS MOTORS BAYİ 2021 TAYCAN PERFORMANCE PLUS-22KW-Y.E­KRANI-CHRONO,2021.0,25.482,Siyah,4.250.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4,2011 MODEL PORSHE PANEMERA,2011.0,175.0,Siyah,2.750.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Tuzla"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,2015 PANAMERA DİESEL / BAYİ / VAKUM / CHRONO / PUSULA / BOSE,2015.0,208.0,Beyaz,3.900.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Yenimahalle"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,M2C GROUP 2012 PANAMERA 3.0 DIESEL AİR CHORONO ISIT SOĞ BOSE.,2012.0,276.0,Beyaz,2.525.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Bursa"""
,,,,,,,,,",,,,,,,,,""Osmangazi"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,MURAT METAL / PORSHE PANAMERA / AİR / 4 K ISITMA / SOĞUTMA / GTS,2012.0,253.0,Beyaz,2.850.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Denizli"""
,,,,,,,,,",,,,,,,,,""Merkezefendi"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4,""""ZAMANIN ÖTESİNDE BİR MAKİNA...ISITMA,­SOĞUTMA,PUSULA,"""",2011.0,153.0,Beyaz,2.449.750 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bağcılar"""""""
,,,,,,,,,",,,,,,,,,""911,Targa 4S,2021 PORSCHE TARGA 4S SİYAH / KIRMIZI ARKA AKS LİFT !!!,2021.0,14.5,Siyah,13.200.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bakırköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,2012 BAYİ PANAMERA 4S 400 HP 135.000 KM SOĞUTMA ISITMA BOSE,2012.0,135.0,Siyah,3.450.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Esenler"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera,PRESTİJ PLAZA 2011 PORSCHE 911 CARRERA CABRIO PDK 345 HP,2011.0,88.0,Beyaz,4.200.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,ARD OTOMOTİV 2011 PANAMERA 4S 95.000KM HATASIZ BAYİ TUBİ EGZOZ,2011.0,95.0,Beyaz,2.825.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Denizli"""
,,,,,,,,,",,,,,,,,,""Sarayköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,GALLERY TR'DE TEK 2013 BOYASIZ BAYİ 13 BİNDE YENİ PANAMERA 4SPDK,2013.0,13.0,Siyah,5.250.044 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,Sahibinden 2012 model vergi barışlı,2012.0,268.0,Siyah,2.450.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Güngören"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4,BAVARIA GARAGE 2000 71.950 km PORSCHE CARRERA 4,2000.0,71.95,Gümüş Gri,1.895.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""718,Boxster,ATİOĞLU 2016 PORSCHE 718 BOXSTER CABRİO BOYASIZ HATASIZ 300 HP,2016.0,70.0,Siyah,3.550.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Sakarya"""
,,,,,,,,,",,,,,,,,,""Adapazarı"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,AKGÜN-PORSCHE TAYCAN-4S PERFORMANCE PLUS-BAYİ-H­ATASIZ-BOSE,2022.0,6.8,Siyah,7.150.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance,AKGÜN-2021 PORSCHE TAYCAN-4S PERFORMANCE-SOĞ­UTMA-BOSE-ARKA KLİMA,2021.0,24.15,Mavi,6.050.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,-AKGÜN-2020 PORSCHE TAYCAN PERFORMANCE PLUS 571 HP PASS.DISP-,2020.0,23.9,Lacivert,5.975.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,ERÇINAR'DAN 2020 BAYİ ÇIKIŞLI KUSURSUZ PORSCHE TAYCAN 4S P.PLUS,2020.0,6.024,Siyah,6.000.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bağcılar"""""""
